p1_height,p2_height,p1_growth_days,p2_growth_days,p1_leaf_shape,p2_leaf_shape,p1_flower_color,p2_flower_color,p1_climate,p2_climate,p1_resistance,p2_resistance,p1_yield,p2_yield,same_family,target_height,target_growth_days,target_leaf_shape,target_flower_color,target_climate,target_resistance,target_yield_level
180,50,90,130,2,9,3,1,8,8,1,1,3,3,0,119.4,112.0,Elliptical,Yellow,Tropical/Subtropical,Moderate,High
50,180,130,90,9,2,1,3,8,8,1,1,3,3,0,111.8,109.0,Elliptical,Pink,Tropical/Subtropical,Moderate,High
180,50,90,130,2,9,3,1,8,8,1,1,3,3,0,118.1,119.1,Intermediate,Yellow,Tropical/Subtropical,Moderate,High
50,180,130,90,9,2,1,3,8,8,1,1,3,3,0,119.1,113.9,Elliptical,Intermediate,Tropical/Subtropical,Moderate,High
180,50,90,130,2,9,3,1,8,8,1,1,3,3,0,120.0,118.0,Intermediate,Intermediate,Tropical/Subtropical,Moderate,High
50,100,130,80,9,0,1,1,8,2,1,3,3,1,0,76.1,102.5,Intermediate,Yellow,Tropical/Subtropical,Very High,High
100,50,80,130,0,9,1,1,2,8,3,1,1,3,0,67.4,108.0,Intermediate,Yellow,Temperate,Very High,High
50,100,130,80,9,0,1,1,8,2,1,3,3,1,0,80.8,104.8,Intermediate,Yellow,Tropical/Subtropical,Very High,High
100,50,80,130,0,9,1,1,2,8,3,1,1,3,0,78.9,102.7,Intermediate,Yellow,Temperate,Very High,High
50,100,130,80,9,0,1,1,8,2,1,3,3,1,0,76.8,108.8,Intermediate,Yellow,Tropical/Subtropical,Very High,High
100,50,80,130,0,9,1,1,2,8,3,1,1,3,0,75.3,107.6,Ovate,Yellow,Tropical/Subtropical,Very High,High
50,100,130,80,9,0,1,1,8,2,1,3,3,1,0,69.6,105.6,Compound,Yellow,Temperate,Very High,High
100,50,80,130,0,9,1,1,2,8,3,1,1,3,0,76.0,106.4,Intermediate,Yellow,Temperate,Very High,High
50,100,130,80,9,0,1,1,8,2,1,3,3,1,0,75.5,104.6,Ovate,Yellow,Tropical/Subtropical,Very High,High
100,50,80,130,0,9,1,1,2,8,3,1,1,3,0,64.1,112.7,Intermediate,Yellow,Temperate,Very High,High
50,100,130,80,9,0,1,1,8,2,1,3,3,1,0,76.8,99.0,Compound,Yellow,Temperate,Very High,High
100,50,80,130,0,9,1,1,2,8,3,1,1,3,0,76.6,107.1,Ovate,Yellow,Temperate,Very High,High
50,100,130,80,9,0,1,1,8,2,1,3,3,1,0,75.6,93.8,Ovate,Yellow,Tropical/Subtropical,Very High,High
100,50,80,130,0,9,1,1,2,8,3,1,1,3,0,73.2,98.7,Ovate,Yellow,Temperate,Very High,High
50,100,130,80,9,0,1,1,8,2,1,3,3,1,0,73.9,101.9,Intermediate,Yellow,Tropical/Subtropical,Very High,High
100,50,80,130,0,9,1,1,2,8,3,1,1,3,0,71.3,102.3,Ovate,Yellow,Temperate,Very High,High
50,300,130,110,9,3,1,0,8,4,1,3,3,3,0,175.1,118.7,Linear,White,Tropical/Subtropical,Very High,High
300,50,110,130,3,9,0,1,4,8,3,1,3,3,0,184.8,114.1,Compound,Intermediate,Tropical/Subtropical,Very High,High
50,300,130,110,9,3,1,0,8,4,1,3,3,3,0,166.2,127.3,Compound,Yellow,Tropical/Subtropical,Very High,High
300,50,110,130,3,9,0,1,4,8,3,1,3,3,0,176.6,122.5,Intermediate,Intermediate,Arid,Very High,High
50,300,130,110,9,3,1,0,8,4,1,3,3,3,0,166.9,133.6,Compound,White,Arid,Very High,High
300,50,110,130,3,9,0,1,4,8,3,1,3,3,0,174.2,118.5,Intermediate,White,Tropical/Subtropical,Very High,High
50,300,130,110,9,3,1,0,8,4,1,3,3,3,0,169.7,122.0,Compound,Intermediate,Arid,Very High,High
300,50,110,130,3,9,0,1,4,8,3,1,3,3,0,163.0,126.5,Intermediate,White,Arid,Very High,High
50,300,130,110,9,3,1,0,8,4,1,3,3,3,0,180.8,118.6,Compound,Intermediate,Tropical/Subtropical,Very High,High
300,50,110,130,3,9,0,1,4,8,3,1,3,3,0,174.3,110.2,Compound,White,Arid,Very High,High
50,300,130,110,9,3,1,0,8,4,1,3,3,3,0,186.6,119.6,Linear,White,Arid,Very High,High
300,50,110,130,3,9,0,1,4,8,3,1,3,3,0,175.5,116.0,Compound,Intermediate,Tropical/Subtropical,Very High,High
50,300,130,110,9,3,1,0,8,4,1,3,3,3,0,172.5,122.8,Linear,Yellow,Tropical/Subtropical,Very High,High
300,50,110,130,3,9,0,1,4,8,3,1,3,3,0,192.3,114.5,Linear,Intermediate,Tropical/Subtropical,Very High,High
50,300,130,110,9,3,1,0,8,4,1,3,3,3,0,161.4,124.2,Intermediate,Intermediate,Tropical/Subtropical,Very High,High
300,50,110,130,3,9,0,1,4,8,3,1,3,3,0,170.3,118.3,Linear,Intermediate,Tropical/Subtropical,Very High,High
50,250,130,90,9,3,1,2,8,5,1,3,3,1,0,154.2,115.5,Compound,Intermediate,Tropical/Subtropical,Very High,High
250,50,90,130,3,9,2,1,5,8,3,1,1,3,0,134.3,104.5,Intermediate,Purple,Tropical/Subtropical,Very High,High
50,250,130,90,9,3,1,2,8,5,1,3,3,1,0,148.4,107.0,Compound,Yellow,Tropical/Subtropical,Very High,High
250,50,90,130,3,9,2,1,5,8,3,1,1,3,0,148.0,113.3,Intermediate,Intermediate,Tropical/Subtropical,Very High,High
50,250,130,90,9,3,1,2,8,5,1,3,3,1,0,155.0,110.2,Compound,Yellow,Semi-Arid,Very High,High
250,50,90,130,3,9,2,1,5,8,3,1,1,3,0,145.5,113.2,Intermediate,Intermediate,Semi-Arid,Very High,High
50,250,130,90,9,3,1,2,8,5,1,3,3,1,0,132.5,110.5,Compound,Intermediate,Tropical/Subtropical,Very High,High
250,50,90,130,3,9,2,1,5,8,3,1,1,3,0,145.9,108.1,Intermediate,Yellow,Semi-Arid,Very High,High
50,250,130,90,9,3,1,2,8,5,1,3,3,1,0,163.5,106.0,Intermediate,Intermediate,Semi-Arid,Very High,High
250,50,90,130,3,9,2,1,5,8,3,1,1,3,0,161.5,108.0,Intermediate,Intermediate,Semi-Arid,Very High,High
50,250,130,90,9,3,1,2,8,5,1,3,3,1,0,139.9,112.4,Compound,Purple,Semi-Arid,Very High,High
250,50,90,130,3,9,2,1,5,8,3,1,1,3,0,141.6,112.9,Intermediate,Purple,Semi-Arid,Very High,High
50,250,130,90,9,3,1,2,8,5,1,3,3,1,0,148.5,104.5,Intermediate,Purple,Tropical/Subtropical,Very High,High
250,50,90,130,3,9,2,1,5,8,3,1,1,3,0,136.2,112.8,Compound,Intermediate,Tropical/Subtropical,Very High,High
50,250,130,90,9,3,1,2,8,5,1,3,3,1,0,132.4,108.4,Intermediate,Yellow,Tropical/Subtropical,Very High,High
250,50,90,130,3,9,2,1,5,8,3,1,1,3,0,145.7,111.4,Intermediate,Intermediate,Semi-Arid,Very High,High
50,100,130,65,9,7,1,1,8,0,1,2,3,3,0,81.2,100.9,Intermediate,Yellow,Tropical/Subtropical,Very High,High
100,50,65,130,7,9,1,1,0,8,2,1,3,3,0,69.0,100.2,Pinnate,Yellow,Tropical,Very High,High
50,100,130,65,9,7,1,1,8,0,1,2,3,3,0,75.5,98.7,Intermediate,Yellow,Tropical/Subtropical,Very High,High
100,50,65,130,7,9,1,1,0,8,2,1,3,3,0,71.1,91.1,Intermediate,Yellow,Tropical/Subtropical,Very High,High
50,100,130,65,9,7,1,1,8,0,1,2,3,3,0,75.1,92.2,Pinnate,Yellow,Tropical,Very High,High
100,50,65,130,7,9,1,1,0,8,2,1,3,3,0,76.7,100.2,Compound,Yellow,Tropical,Very High,High
50,100,130,65,9,7,1,1,8,0,1,2,3,3,0,77.2,102.3,Compound,Yellow,Tropical,Very High,High
100,50,65,130,7,9,1,1,0,8,2,1,3,3,0,76.6,84.4,Compound,Yellow,Tropical/Subtropical,Very High,High
50,100,130,65,9,7,1,1,8,0,1,2,3,3,0,68.9,101.7,Intermediate,Yellow,Tropical,Very High,High
100,50,65,130,7,9,1,1,0,8,2,1,3,3,0,70.1,101.0,Compound,Yellow,Tropical/Subtropical,Very High,High
50,100,130,65,9,7,1,1,8,0,1,2,3,3,0,71.9,98.5,Intermediate,Yellow,Tropical,Very High,High
100,50,65,130,7,9,1,1,0,8,2,1,3,3,0,71.7,104.5,Intermediate,Yellow,Tropical/Subtropical,Very High,High
50,100,130,65,9,7,1,1,8,0,1,2,3,3,0,74.0,100.9,Intermediate,Yellow,Tropical,Very High,High
100,50,65,130,7,9,1,1,0,8,2,1,3,3,0,71.3,103.4,Intermediate,Yellow,Tropical/Subtropical,Very High,High
50,100,130,65,9,7,1,1,8,0,1,2,3,3,0,69.5,96.3,Compound,Yellow,Tropical,Very High,High
100,50,65,130,7,9,1,1,0,8,2,1,3,3,0,72.1,98.1,Intermediate,Yellow,Tropical,Very High,High
50,30,130,75,9,7,1,0,8,6,1,1,3,3,0,39.3,99.0,Pinnate,Intermediate,Cool Temperate,Moderate,High
30,50,75,130,7,9,0,1,6,8,1,1,3,3,0,42.0,94.5,Intermediate,Intermediate,Tropical/Subtropical,Moderate,High
50,30,130,75,9,7,1,0,8,6,1,1,3,3,0,38.0,105.0,Pinnate,White,Tropical/Subtropical,Moderate,High
30,50,75,130,7,9,0,1,6,8,1,1,3,3,0,38.6,96.2,Intermediate,Intermediate,Cool Temperate,Moderate,High
50,30,130,75,9,7,1,0,8,6,1,1,3,3,0,40.4,111.8,Pinnate,White,Cool Temperate,Moderate,High
30,50,75,130,7,9,0,1,6,8,1,1,3,3,0,37.5,102.3,Compound,Intermediate,Tropical/Subtropical,Moderate,High
50,30,130,75,9,7,1,0,8,6,1,1,3,3,0,44.0,100.6,Pinnate,White,Cool Temperate,Moderate,High
30,50,75,130,7,9,0,1,6,8,1,1,3,3,0,42.2,109.8,Intermediate,Intermediate,Tropical/Subtropical,Moderate,High
50,30,130,75,9,7,1,0,8,6,1,1,3,3,0,38.9,98.6,Pinnate,Intermediate,Tropical/Subtropical,Moderate,High
30,50,75,130,7,9,0,1,6,8,1,1,3,3,0,41.2,104.7,Compound,Intermediate,Tropical/Subtropical,Moderate,High
50,30,130,75,9,7,1,0,8,6,1,1,3,3,0,42.0,100.0,Intermediate,Intermediate,Cool Temperate,Moderate,High
30,50,75,130,7,9,0,1,6,8,1,1,3,3,0,38.8,107.1,Pinnate,Intermediate,Cool Temperate,Moderate,High
50,30,130,75,9,7,1,0,8,6,1,1,3,3,0,37.1,105.8,Pinnate,Intermediate,Tropical/Subtropical,Moderate,High
30,50,75,130,7,9,0,1,6,8,1,1,3,3,0,40.9,97.7,Intermediate,Intermediate,Cool Temperate,Moderate,High
50,30,130,75,9,7,1,0,8,6,1,1,3,3,0,37.6,99.0,Pinnate,White,Tropical/Subtropical,Moderate,High
30,50,75,130,7,9,0,1,6,8,1,1,3,3,0,38.3,108.2,Intermediate,Yellow,Tropical/Subtropical,Moderate,High
70,30,90,100,7,5,0,2,6,8,1,2,4,3,0,50.3,99.0,Intermediate,Intermediate,Tropical/Subtropical,Very High,Very High
30,70,100,90,5,7,2,0,8,6,2,1,3,4,0,50.7,90.0,Intermediate,Intermediate,Cool Temperate,Very High,Very High
70,30,90,100,7,5,0,2,6,8,1,2,4,3,0,51.4,81.8,Intermediate,Intermediate,Cool Temperate,Very High,Very High
30,70,100,90,5,7,2,0,8,6,2,1,3,4,0,50.7,99.5,Pinnate,Intermediate,Cool Temperate,Very High,Very High
70,30,90,100,7,5,0,2,6,8,1,2,4,3,0,49.3,100.4,Intermediate,Intermediate,Tropical/Subtropical,Very High,Very High
30,70,100,90,5,7,2,0,8,6,2,1,3,4,0,44.6,92.8,Intermediate,Intermediate,Tropical/Subtropical,Very High,Very High
70,30,90,100,7,5,0,2,6,8,1,2,4,3,0,52.0,98.8,Cordate,White,Tropical/Subtropical,Very High,Very High
30,70,100,90,5,7,2,0,8,6,2,1,3,4,0,48.5,91.7,Cordate,White,Tropical/Subtropical,Very High,Very High
70,30,90,100,7,5,0,2,6,8,1,2,4,3,0,54.1,98.2,Intermediate,Intermediate,Cool Temperate,Very High,Very High
30,70,100,90,5,7,2,0,8,6,2,1,3,4,0,46.6,98.2,Intermediate,Intermediate,Cool Temperate,Very High,Very High
70,30,90,100,7,5,0,2,6,8,1,2,4,3,0,48.8,100.4,Intermediate,Intermediate,Cool Temperate,Very High,Very High
30,70,100,90,5,7,2,0,8,6,2,1,3,4,0,50.9,92.4,Pinnate,Purple,Tropical/Subtropical,Very High,Very High
70,30,90,100,7,5,0,2,6,8,1,2,4,3,0,50.2,93.5,Intermediate,Intermediate,Tropical/Subtropical,Very High,Very High
30,70,100,90,5,7,2,0,8,6,2,1,3,4,0,49.6,93.9,Intermediate,White,Tropical/Subtropical,Very High,Very High
70,30,90,100,7,5,0,2,6,8,1,2,4,3,0,47.9,91.9,Cordate,Intermediate,Tropical/Subtropical,Very High,Very High
30,70,100,90,5,7,2,0,8,6,2,1,3,4,0,51.0,94.3,Intermediate,Intermediate,Cool Temperate,Very High,Very High
70,300,90,270,7,4,0,0,6,0,1,3,4,4,0,186.3,169.8,Intermediate,White,Cool Temperate,Very High,Very High
300,70,270,90,4,7,0,0,0,6,3,1,4,4,0,185.8,189.1,Pinnate,White,Cool Temperate,Very High,Very High
70,300,90,270,7,4,0,0,6,0,1,3,4,4,0,180.2,176.9,Intermediate,White,Cool Temperate,Very High,Very High
300,70,270,90,4,7,0,0,0,6,3,1,4,4,0,183.6,176.0,Palmate,White,Tropical,Very High,Very High
70,300,90,270,7,4,0,0,6,0,1,3,4,4,0,187.7,159.1,Intermediate,White,Cool Temperate,Very High,Very High
300,70,270,90,4,7,0,0,0,6,3,1,4,4,0,181.6,180.3,Intermediate,White,Tropical,Very High,Very High
70,300,90,270,7,4,0,0,6,0,1,3,4,4,0,181.9,205.5,Intermediate,White,Tropical,Very High,Very High
300,70,270,90,4,7,0,0,0,6,3,1,4,4,0,192.9,200.5,Intermediate,White,Tropical,Very High,Very High
70,300,90,270,7,4,0,0,6,0,1,3,4,4,0,190.4,177.8,Intermediate,White,Tropical,Very High,Very High
300,70,270,90,4,7,0,0,0,6,3,1,4,4,0,184.4,187.8,Intermediate,White,Cool Temperate,Very High,Very High
70,300,90,270,7,4,0,0,6,0,1,3,4,4,0,185.8,174.9,Intermediate,White,Cool Temperate,Very High,Very High
300,70,270,90,4,7,0,0,0,6,3,1,4,4,0,172.3,176.1,Intermediate,White,Tropical,Very High,Very High
70,300,90,270,7,4,0,0,6,0,1,3,4,4,0,166.8,187.0,Palmate,White,Tropical,Very High,Very High
300,70,270,90,4,7,0,0,0,6,3,1,4,4,0,167.8,181.2,Pinnate,White,Cool Temperate,Very High,Very High
70,300,90,270,7,4,0,0,6,0,1,3,4,4,0,185.6,183.3,Intermediate,White,Tropical,Very High,Very High
300,70,270,90,4,7,0,0,0,6,3,1,4,4,0,178.9,198.0,Palmate,White,Tropical,Very High,Very High
70,50,90,70,7,6,0,1,6,6,1,1,4,3,0,61.9,82.9,Intermediate,Intermediate,Cool Temperate,Moderate,Very High
50,70,70,90,6,7,1,0,6,6,1,1,3,4,0,62.0,78.1,Intermediate,Intermediate,Cool Temperate,Moderate,Very High
70,50,90,70,7,6,0,1,6,6,1,1,4,3,0,63.6,78.5,Oblong,Intermediate,Cool Temperate,Moderate,Very High
50,70,70,90,6,7,1,0,6,6,1,1,3,4,0,53.9,77.8,Intermediate,Intermediate,Cool Temperate,Moderate,Very High
70,50,90,70,7,6,0,1,6,6,1,1,4,3,0,61.4,81.1,Pinnate,Intermediate,Cool Temperate,Moderate,Very High
50,70,70,90,6,7,1,0,6,6,1,1,3,4,0,59.4,79.6,Intermediate,Yellow,Cool Temperate,Moderate,Very High
70,50,90,70,7,6,0,1,6,6,1,1,4,3,0,62.9,77.8,Intermediate,White,Cool Temperate,Moderate,Very High
50,70,70,90,6,7,1,0,6,6,1,1,3,4,0,59.2,72.4,Pinnate,Intermediate,Cool Temperate,Moderate,Very High
70,50,90,70,7,6,0,1,6,6,1,1,4,3,0,61.8,85.9,Intermediate,Intermediate,Cool Temperate,Moderate,Very High
50,70,70,90,6,7,1,0,6,6,1,1,3,4,0,58.4,84.0,Intermediate,White,Cool Temperate,Moderate,Very High
70,50,90,70,7,6,0,1,6,6,1,1,4,3,0,53.5,88.4,Oblong,Intermediate,Cool Temperate,Moderate,Very High
50,70,70,90,6,7,1,0,6,6,1,1,3,4,0,61.2,82.3,Intermediate,Yellow,Cool Temperate,Moderate,Very High
70,50,90,70,7,6,0,1,6,6,1,1,4,3,0,57.6,74.0,Oblong,Yellow,Cool Temperate,Moderate,Very High
50,70,70,90,6,7,1,0,6,6,1,1,3,4,0,58.8,83.6,Oblong,Intermediate,Cool Temperate,Moderate,Very High
70,50,90,70,7,6,0,1,6,6,1,1,4,3,0,55.6,77.5,Intermediate,White,Cool Temperate,Moderate,Very High
50,70,70,90,6,7,1,0,6,6,1,1,3,4,0,59.5,78.5,Intermediate,Intermediate,Cool Temperate,Moderate,Very High
70,130,90,100,7,10,0,1,6,2,1,2,4,4,0,101.7,96.6,Intermediate,Intermediate,Cool Temperate,Very High,Very High
130,70,100,90,10,7,1,0,2,6,2,1,4,4,0,98.1,98.9,Intermediate,Intermediate,Cool Temperate,Very High,Very High
70,130,90,100,7,10,0,1,6,2,1,2,4,4,0,99.3,96.1,Intermediate,Yellow,Cool Temperate,Very High,Very High
130,70,100,90,10,7,1,0,2,6,2,1,4,4,0,100.6,92.3,Intermediate,Yellow,Temperate,Very High,Very High
70,130,90,100,7,10,0,1,6,2,1,2,4,4,0,101.1,89.1,Pinnate,Yellow,Cool Temperate,Very High,Very High
130,70,100,90,10,7,1,0,2,6,2,1,4,4,0,99.9,102.3,Intermediate,Yellow,Cool Temperate,Very High,Very High
70,130,90,100,7,10,0,1,6,2,1,2,4,4,0,93.1,93.8,Pinnate,Intermediate,Cool Temperate,Very High,Very High
130,70,100,90,10,7,1,0,2,6,2,1,4,4,0,93.5,95.8,Intermediate,Yellow,Temperate,Very High,Very High
70,130,90,100,7,10,0,1,6,2,1,2,4,4,0,101.1,98.2,Lobed,Yellow,Temperate,Very High,Very High
130,70,100,90,10,7,1,0,2,6,2,1,4,4,0,98.1,92.3,Intermediate,Intermediate,Cool Temperate,Very High,Very High
70,130,90,100,7,10,0,1,6,2,1,2,4,4,0,93.6,92.8,Lobed,Intermediate,Temperate,Very High,Very High
130,70,100,90,10,7,1,0,2,6,2,1,4,4,0,101.5,91.6,Intermediate,Intermediate,Cool Temperate,Very High,Very High
70,130,90,100,7,10,0,1,6,2,1,2,4,4,0,102.4,95.4,Lobed,Intermediate,Temperate,Very High,Very High
130,70,100,90,10,7,1,0,2,6,2,1,4,4,0,95.4,96.9,Intermediate,Intermediate,Cool Temperate,Very High,Very High
70,130,90,100,7,10,0,1,6,2,1,2,4,4,0,101.4,96.0,Intermediate,White,Temperate,Very High,Very High
130,70,100,90,10,7,1,0,2,6,2,1,4,4,0,95.6,100.6,Lobed,Intermediate,Temperate,Very High,Very High
70,150,90,150,7,4,0,0,6,1,1,1,4,3,0,106.1,112.3,Palmate,White,Subtropical,Moderate,Very High
150,70,150,90,4,7,0,0,1,6,1,1,3,4,0,110.3,118.8,Intermediate,White,Subtropical,Moderate,Very High
70,150,90,150,7,4,0,0,6,1,1,1,4,3,0,111.1,119.6,Palmate,White,Cool Temperate,Moderate,Very High
150,70,150,90,4,7,0,0,1,6,1,1,3,4,0,106.1,122.3,Intermediate,White,Cool Temperate,Moderate,Very High
70,150,90,150,7,4,0,0,6,1,1,1,4,3,0,112.1,121.6,Intermediate,White,Cool Temperate,Moderate,Very High
150,70,150,90,4,7,0,0,1,6,1,1,3,4,0,117.2,118.7,Intermediate,White,Cool Temperate,Moderate,Very High
70,150,90,150,7,4,0,0,6,1,1,1,4,3,0,106.5,118.3,Intermediate,White,Cool Temperate,Moderate,Very High
150,70,150,90,4,7,0,0,1,6,1,1,3,4,0,106.1,104.6,Palmate,White,Cool Temperate,Moderate,Very High
70,150,90,150,7,4,0,0,6,1,1,1,4,3,0,112.1,127.3,Palmate,White,Subtropical,Moderate,Very High
150,70,150,90,4,7,0,0,1,6,1,1,3,4,0,106.4,111.8,Intermediate,White,Subtropical,Moderate,Very High
70,150,90,150,7,4,0,0,6,1,1,1,4,3,0,109.0,122.1,Palmate,White,Cool Temperate,Moderate,Very High
150,70,150,90,4,7,0,0,1,6,1,1,3,4,0,110.8,117.0,Pinnate,White,Subtropical,Moderate,Very High
70,150,90,150,7,4,0,0,6,1,1,1,4,3,0,107.3,120.3,Intermediate,White,Cool Temperate,Moderate,Very High
150,70,150,90,4,7,0,0,1,6,1,1,3,4,0,105.5,129.0,Pinnate,White,Cool Temperate,Moderate,Very High
70,150,90,150,7,4,0,0,6,1,1,1,4,3,0,106.2,120.0,Pinnate,White,Subtropical,Moderate,Very High
150,70,150,90,4,7,0,0,1,6,1,1,3,4,0,105.6,115.0,Intermediate,White,Cool Temperate,Moderate,Very High
70,200,90,170,7,4,0,1,6,0,1,2,4,1,0,136.4,129.1,Palmate,Intermediate,Cool Temperate,Very High,High
200,70,170,90,4,7,1,0,0,6,2,1,1,4,0,132.0,135.6,Palmate,Intermediate,Tropical,Very High,High
70,200,90,170,7,4,0,1,6,0,1,2,4,1,0,119.4,118.0,Intermediate,Intermediate,Cool Temperate,Very High,High
200,70,170,90,4,7,1,0,0,6,2,1,1,4,0,137.9,125.2,Palmate,White,Tropical,Very High,High
70,200,90,170,7,4,0,1,6,0,1,2,4,1,0,121.0,123.3,Palmate,Intermediate,Tropical,Very High,High
200,70,170,90,4,7,1,0,0,6,2,1,1,4,0,124.8,123.2,Pinnate,Intermediate,Cool Temperate,Very High,High
70,200,90,170,7,4,0,1,6,0,1,2,4,1,0,135.1,131.9,Intermediate,White,Tropical,Very High,High
200,70,170,90,4,7,1,0,0,6,2,1,1,4,0,135.7,138.0,Intermediate,Yellow,Cool Temperate,Very High,High
70,200,90,170,7,4,0,1,6,0,1,2,4,1,0,127.9,119.6,Pinnate,Intermediate,Tropical,Very High,High
200,70,170,90,4,7,1,0,0,6,2,1,1,4,0,132.5,140.6,Pinnate,White,Tropical,Very High,High
70,200,90,170,7,4,0,1,6,0,1,2,4,1,0,143.7,128.3,Pinnate,Intermediate,Tropical,Very High,High
200,70,170,90,4,7,1,0,0,6,2,1,1,4,0,143.7,126.1,Palmate,Intermediate,Cool Temperate,Very High,High
70,200,90,170,7,4,0,1,6,0,1,2,4,1,0,131.4,119.7,Intermediate,Intermediate,Tropical,Very High,High
200,70,170,90,4,7,1,0,0,6,2,1,1,4,0,138.0,138.8,Intermediate,Yellow,Cool Temperate,Very High,High
70,200,90,170,7,4,0,1,6,0,1,2,4,1,0,131.2,126.8,Intermediate,Intermediate,Cool Temperate,Very High,High
200,70,170,90,4,7,1,0,0,6,2,1,1,4,0,141.7,117.6,Pinnate,Yellow,Tropical,Very High,High
70,180,90,90,7,2,0,3,6,8,1,1,4,3,1,109.5,82.5,Intermediate,White,Cool Temperate,Moderate,Very High
180,70,90,90,2,7,3,0,8,6,1,1,3,4,1,121.0,87.4,Elliptical,Pink,Tropical/Subtropical,Moderate,Very High
70,180,90,90,7,2,0,3,6,8,1,1,4,3,1,129.1,86.4,Elliptical,Intermediate,Tropical/Subtropical,Moderate,Very High
180,70,90,90,2,7,3,0,8,6,1,1,3,4,1,135.3,89.1,Elliptical,Intermediate,Cool Temperate,Moderate,Very High
70,180,90,90,7,2,0,3,6,8,1,1,4,3,1,127.1,89.9,Intermediate,Intermediate,Tropical/Subtropical,Moderate,Very High
180,70,90,90,2,7,3,0,8,6,1,1,3,4,1,123.8,87.3,Intermediate,Pink,Tropical/Subtropical,Moderate,Very High
70,180,90,90,7,2,0,3,6,8,1,1,4,3,1,120.3,91.2,Pinnate,White,Cool Temperate,Moderate,Very High
180,70,90,90,2,7,3,0,8,6,1,1,3,4,1,131.6,92.1,Intermediate,White,Cool Temperate,Moderate,Very High
70,180,90,90,7,2,0,3,6,8,1,1,4,3,1,132.4,88.0,Intermediate,Pink,Tropical/Subtropical,Moderate,Very High
180,70,90,90,2,7,3,0,8,6,1,1,3,4,1,120.4,90.9,Intermediate,Intermediate,Cool Temperate,Moderate,Very High
70,180,90,90,7,2,0,3,6,8,1,1,4,3,1,129.7,84.1,Intermediate,Pink,Tropical/Subtropical,Moderate,Very High
180,70,90,90,2,7,3,0,8,6,1,1,3,4,1,118.2,84.8,Intermediate,Intermediate,Tropical/Subtropical,Moderate,Very High
70,180,90,90,7,2,0,3,6,8,1,1,4,3,1,129.2,87.4,Intermediate,Intermediate,Cool Temperate,Moderate,Very High
180,70,90,90,2,7,3,0,8,6,1,1,3,4,1,120.1,93.7,Intermediate,Intermediate,Tropical/Subtropical,Moderate,Very High
70,180,90,90,7,2,0,3,6,8,1,1,4,3,1,120.4,92.0,Intermediate,Intermediate,Tropical/Subtropical,Moderate,Very High
180,70,90,90,2,7,3,0,8,6,1,1,3,4,1,125.4,84.1,Pinnate,Intermediate,Tropical/Subtropical,Moderate,Very High
70,100,90,80,7,0,0,1,6,2,1,3,4,1,1,83.6,88.5,Intermediate,Intermediate,Cool Temperate,Very High,High
100,70,80,90,0,7,1,0,2,6,3,1,1,4,1,81.9,88.7,Intermediate,Yellow,Temperate,Very High,High
70,100,90,80,7,0,0,1,6,2,1,3,4,1,1,90.6,92.7,Ovate,White,Cool Temperate,Very High,High
100,70,80,90,0,7,1,0,2,6,3,1,1,4,1,94.1,89.4,Ovate,Intermediate,Cool Temperate,Very High,High
70,100,90,80,7,0,0,1,6,2,1,3,4,1,1,85.3,88.0,Pinnate,Intermediate,Temperate,Very High,High
100,70,80,90,0,7,1,0,2,6,3,1,1,4,1,83.2,87.9,Ovate,Yellow,Cool Temperate,Very High,High
70,100,90,80,7,0,0,1,6,2,1,3,4,1,1,84.1,86.6,Intermediate,Intermediate,Temperate,Very High,High
100,70,80,90,0,7,1,0,2,6,3,1,1,4,1,83.2,89.3,Intermediate,Yellow,Cool Temperate,Very High,High
70,100,90,80,7,0,0,1,6,2,1,3,4,1,1,83.5,84.5,Intermediate,White,Cool Temperate,Very High,High
100,70,80,90,0,7,1,0,2,6,3,1,1,4,1,81.6,86.8,Ovate,Intermediate,Temperate,Very High,High
70,100,90,80,7,0,0,1,6,2,1,3,4,1,1,80.6,87.8,Pinnate,Intermediate,Cool Temperate,Very High,High
100,70,80,90,0,7,1,0,2,6,3,1,1,4,1,83.4,85.2,Ovate,Yellow,Cool Temperate,Very High,High
70,100,90,80,7,0,0,1,6,2,1,3,4,1,1,87.2,85.2,Intermediate,Yellow,Temperate,Very High,High
100,70,80,90,0,7,1,0,2,6,3,1,1,4,1,86.9,87.7,Pinnate,White,Temperate,Very High,High
70,100,90,80,7,0,0,1,6,2,1,3,4,1,1,83.2,81.3,Pinnate,Yellow,Temperate,Very High,High
100,70,80,90,0,7,1,0,2,6,3,1,1,4,1,87.4,92.8,Pinnate,Intermediate,Temperate,Very High,High
70,300,90,110,7,3,0,0,6,4,1,3,4,3,0,203.7,94.7,Linear,White,Arid,Very High,Very High
300,70,110,90,3,7,0,0,4,6,3,1,3,4,0,172.1,100.6,Linear,White,Cool Temperate,Very High,Very High
70,300,90,110,7,3,0,0,6,4,1,3,4,3,0,179.9,97.4,Linear,White,Cool Temperate,Very High,Very High
300,70,110,90,3,7,0,0,4,6,3,1,3,4,0,181.5,99.0,Intermediate,White,Arid,Very High,Very High
70,300,90,110,7,3,0,0,6,4,1,3,4,3,0,155.8,96.7,Linear,White,Arid,Very High,Very High
300,70,110,90,3,7,0,0,4,6,3,1,3,4,0,200.9,96.8,Pinnate,White,Arid,Very High,Very High
